Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
CNN-3,CNN_MFCC_with_Deltas,128.0,10.0,100.0,0.0001,val_accuracy,0.5625
CNN-3,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.0005,val_accuracy,0.5625
CNN-3,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.5625
CNN-4,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.5625
CNN-0,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0005,val_accuracy,0.5625
CNN-3,CNN_MFCC_with_Deltas,128.0,5.0,100.0,0.0001,val_accuracy,0.5625
CNN-0,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0005,val_accuracy,0.5625
CNN-0,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.5625
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,100.0,0.0001,val_accuracy,0.5625
CNN-0,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.0001,val_accuracy,0.5625
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,100.0,0.0005,val_accuracy,0.5625
CNN-0,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.5625
CNN-0,CNN_MFCC_with_Deltas,128.0,5.0,100.0,0.0001,val_accuracy,0.5625
CNN-4,CNN_MFCC_with_Deltas,128.0,5.0,100.0,0.0001,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,128.0,5.0,100.0,0.0005,val_accuracy,0.5555555555555556
CNN-4,CNN_CQT_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.5555555555555556
CNN-3,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.0001,val_accuracy,0.5555555555555556
CNN-0,CNN_MFCC_with_Deltas,128.0,5.0,50.0,0.0001,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.0001,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.0001,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.5555555555555556
CNN-3,CNN_MFCC_with_Deltas,128.0,3.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-4,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-1,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0001,val_accuracy,0.5555555555555556
CNN-3,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-0,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.0005,val_accuracy,0.5555555555555556
CNN-0,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.5555555555555556
CNN-4,CNN_MFCC_with_Deltas,128.0,10.0,50.0,0.0005,val_accuracy,0.5555555555555556
CNN-4,CNN_MFCC_with_Deltas,128.0,5.0,50.0,0.0001,val_accuracy,0.5555555555555556
CNN-0,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.0001,val_accuracy,0.5555555555555556
CNN-0,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0005,val_accuracy,0.5555555555555556
CNN-4,CNN_CQT_Spectrogram,128.0,3.0,100.0,0.001,val_accuracy,0.5555555555555556
CNN-0,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.001,val_accuracy,0.5555555555555556
CNN-3,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5555555555555556
CNN-0,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.001,val_accuracy,0.5555555555555556
CNN-0,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.5555555555555556
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.5555555555555556
CNN-0,CNN_CQT_Spectrogram,128.0,5.0,50.0,0.0001,val_accuracy,0.5486111111111112
CNN-4,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.001,val_accuracy,0.5486111111111112
CNN-3,CNN_MFCC_with_Deltas,128.0,10.0,50.0,0.001,val_accuracy,0.5486111111111112
CNN-0,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.5486111111111112
CNN-0,CNN_CQT_Spectrogram,128.0,3.0,100.0,0.001,val_accuracy,0.5486111111111112
CNN-4,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.001,val_accuracy,0.5486111111111112
CNN-0,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.001,val_accuracy,0.5486111111111112
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0005,val_accuracy,0.5486111111111112
CNN-0,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.0001,val_accuracy,0.5486111111111112
CNN-3,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.001,val_accuracy,0.5486111111111112
CNN-3,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.5486111111111112
CNN-0,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0001,val_accuracy,0.5486111111111112
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.5486111111111112
CNN-4,CNN_MFCC_with_Deltas,128.0,5.0,100.0,0.001,val_accuracy,0.5486111111111112
CNN-3,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0001,val_accuracy,0.5486111111111112
CNN-4,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0005,val_accuracy,0.5486111111111112
CNN-3,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.0001,val_accuracy,0.5486111111111112
CNN-1,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.001,val_accuracy,0.5486111111111112
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0005,val_accuracy,0.5486111111111112
CNN-3,CNN_Mel_Spectrogram,128.0,5.0,100.0,0.0005,val_accuracy,0.5486111111111112
CNN-0,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.5486111111111112
CNN-0,CNN_CQT_Spectrogram,128.0,5.0,100.0,0.001,val_accuracy,0.5416666666666666
CNN-4,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-4,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.5416666666666666
CNN-4,CNN_MFCC_with_Deltas,64.0,5.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-0,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-4,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-0,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.5416666666666666
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-3,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.0005,val_accuracy,0.5416666666666666
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.5416666666666666
CNN-4,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.001,val_accuracy,0.5416666666666666
CNN-4,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.0001,val_accuracy,0.5416666666666666
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0005,val_accuracy,0.5416666666666666
CNN-0,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5416666666666666
CNN-3,CNN_CQT_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.5416666666666666
CNN-0,CNN_MFCC_with_Deltas,128.0,3.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-4,CNN_CQT_Spectrogram,128.0,5.0,50.0,0.0001,val_accuracy,0.5416666666666666
CNN-0,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.5347222222222222
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-4,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0005,val_accuracy,0.5347222222222222
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,50.0,0.0005,val_accuracy,0.5347222222222222
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,50.0,0.0005,val_accuracy,0.5347222222222222
CNN-3,CNN_MFCC_with_Deltas,64.0,5.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-0,CNN_CQT_Spectrogram,128.0,10.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5347222222222222
CNN-3,CNN_CQT_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5347222222222222
CNN-1,CNN_Mel_Spectrogram,128.0,5.0,100.0,0.0005,val_accuracy,0.5347222222222222
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.5347222222222222
CNN-4,CNN_CQT_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.5347222222222222
CNN-3,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0005,val_accuracy,0.5347222222222222
CNN-4,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0005,val_accuracy,0.5347222222222222
CNN-0,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.001,val_accuracy,0.5347222222222222
CNN-0,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.0001,val_accuracy,0.5347222222222222
CNN-0,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.5347222222222222
CNN-0,CNN_CQT_Spectrogram,128.0,5.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-0,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.001,val_accuracy,0.5277777777777778
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,50.0,0.0001,val_accuracy,0.5277777777777778
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-0,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0001,val_accuracy,0.5277777777777778
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.001,val_accuracy,0.5277777777777778
CNN-1,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.0005,val_accuracy,0.5277777777777778
CNN-4,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-3,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-3,CNN_MFCC_with_Deltas,128.0,5.0,50.0,0.0001,val_accuracy,0.5277777777777778
CNN-3,CNN_CQT_Spectrogram,128.0,5.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-1,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.001,val_accuracy,0.5277777777777778
CNN-0,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0005,val_accuracy,0.5277777777777778
CNN-4,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.5277777777777778
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.5277777777777778
CNN-3,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0005,val_accuracy,0.5277777777777778
CNN-3,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0005,val_accuracy,0.5277777777777778
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0005,val_accuracy,0.5277777777777778
CNN-3,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.5277777777777778
CNN-3,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.5277777777777778
CNN-4,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.0001,val_accuracy,0.5277777777777778
CNN-0,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.001,val_accuracy,0.5277777777777778
CNN-4,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0005,val_accuracy,0.5277777777777778
CNN-1,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0001,val_accuracy,0.5208333333333334
CNN-4,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.5208333333333334
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-1,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0005,val_accuracy,0.5208333333333334
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-3,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-4,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.5208333333333334
CNN-3,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.5208333333333334
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.0005,val_accuracy,0.5208333333333334
CNN-4,CNN_MFCC_with_Deltas,128.0,10.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-4,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.001,val_accuracy,0.5208333333333334
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.0005,val_accuracy,0.5208333333333334
CNN-0,CNN_Mel_Spectrogram,128.0,5.0,100.0,0.0001,val_accuracy,0.5208333333333334
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.5208333333333334
CNN-4,CNN_Spectral_Contrast,64.0,10.0,100.0,0.001,val_accuracy,0.5208333333333334
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.5208333333333334
CNN-0,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.0005,val_accuracy,0.5208333333333334
CNN-0,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-4,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.5208333333333334
CNN-3,CNN_Spectral_Contrast,64.0,10.0,100.0,0.001,val_accuracy,0.5208333333333334
CNN-4,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0005,val_accuracy,0.5138888888888888
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.5138888888888888
CNN-0,CNN_MFCC_with_Deltas,64.0,5.0,50.0,0.0001,val_accuracy,0.5138888888888888
CNN-4,CNN_Spectral_Contrast,64.0,5.0,100.0,0.001,val_accuracy,0.5138888888888888
CNN-4,CNN_Spectral_Contrast,64.0,10.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,100.0,0.001,val_accuracy,0.5138888888888888
CNN-0,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0001,val_accuracy,0.5138888888888888
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,100.0,0.001,val_accuracy,0.5138888888888888
CNN-4,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.5138888888888888
CNN-3,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0005,val_accuracy,0.5138888888888888
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.5138888888888888
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.5138888888888888
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.5138888888888888
CNN-3,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.5138888888888888
CNN-3,CNN_Spectral_Contrast,128.0,10.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-3,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.001,val_accuracy,0.5138888888888888
CNN-4,CNN_Spectral_Contrast,64.0,3.0,50.0,0.001,val_accuracy,0.5069444444444444
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.5069444444444444
CNN-3,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0005,val_accuracy,0.5069444444444444
CNN-0,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0005,val_accuracy,0.5069444444444444
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.001,val_accuracy,0.5069444444444444
CNN-1,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0005,val_accuracy,0.5069444444444444
CNN-4,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.5069444444444444
CNN-3,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.5069444444444444
CNN-4,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0005,val_accuracy,0.5069444444444444
CNN-4,CNN_Spectral_Contrast,128.0,10.0,100.0,0.001,val_accuracy,0.5069444444444444
CNN-3,CNN_MFCC_with_Deltas,128.0,3.0,100.0,0.001,val_accuracy,0.5069444444444444
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.0005,val_accuracy,0.5069444444444444
CNN-3,CNN_Spectral_Contrast,128.0,3.0,50.0,0.001,val_accuracy,0.5069444444444444
CNN-3,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0005,val_accuracy,0.5
CNN-4,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0001,val_accuracy,0.5
CNN-4,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0001,val_accuracy,0.5
CNN-0,CNN_Spectral_Contrast,64.0,5.0,100.0,0.001,val_accuracy,0.5
CNN-0,CNN_Spectral_Contrast,64.0,10.0,50.0,0.001,val_accuracy,0.5
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0005,val_accuracy,0.5
CNN-0,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.5
CNN-4,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.001,val_accuracy,0.5
CNN-3,CNN_MFCC_with_Deltas,64.0,10.0,50.0,0.0001,val_accuracy,0.5
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.0001,val_accuracy,0.5
CNN-3,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0001,val_accuracy,0.5
CNN-3,CNN_Spectral_Contrast,64.0,5.0,50.0,0.001,val_accuracy,0.5
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.4930555555555556
CNN-4,CNN_Chromagram,64.0,10.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-3,CNN_MFCC_with_Deltas,128.0,3.0,50.0,0.0001,val_accuracy,0.4930555555555556
CNN-0,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0005,val_accuracy,0.4930555555555556
CNN-0,CNN_CQT_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.4930555555555556
CNN-1,CNN_Spectral_Contrast,128.0,3.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-0,CNN_CQT_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.4930555555555556
CNN-3,CNN_Mel_Spectrogram,128.0,10.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-4,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-0,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0005,val_accuracy,0.4930555555555556
CNN-3,CNN_Spectral_Contrast,64.0,10.0,50.0,0.001,val_accuracy,0.4930555555555556
CNN-4,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.001,val_accuracy,0.4930555555555556
CNN-1,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0005,val_accuracy,0.4930555555555556
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.001,val_accuracy,0.4930555555555556
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0005,val_accuracy,0.4930555555555556
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,50.0,0.0001,val_accuracy,0.4930555555555556
CNN-0,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0005,val_accuracy,0.4861111111111111
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,100.0,0.001,val_accuracy,0.4861111111111111
CNN-3,CNN_CQT_Spectrogram,128.0,10.0,50.0,0.001,val_accuracy,0.4861111111111111
CNN-0,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0005,val_accuracy,0.4861111111111111
CNN-1,CNN_MFCC_with_Deltas,64.0,3.0,50.0,0.001,val_accuracy,0.4861111111111111
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.4861111111111111
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0005,val_accuracy,0.4861111111111111
CNN-0,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-0,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-3,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0005,val_accuracy,0.4861111111111111
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.0005,val_accuracy,0.4861111111111111
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-4,CNN_Spectral_Contrast,64.0,3.0,100.0,0.001,val_accuracy,0.4861111111111111
CNN-3,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.4861111111111111
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.0001,val_accuracy,0.4861111111111111
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,50.0,0.0005,val_accuracy,0.4791666666666667
