Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0001,val_accuracy,0.4791666666666667
CNN-4,CNN_Spectral_Contrast,128.0,5.0,50.0,0.001,val_accuracy,0.4791666666666667
CNN-1,CNN_MFCC_with_Deltas,64.0,10.0,100.0,0.001,val_accuracy,0.4791666666666667
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0001,val_accuracy,0.4791666666666667
CNN-4,CNN_Spectral_Contrast,128.0,3.0,100.0,0.001,val_accuracy,0.4791666666666667
CNN-0,CNN_Chromagram,128.0,10.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-3,CNN_Chromagram,64.0,10.0,50.0,0.0005,val_accuracy,0.4791666666666667
CNN-3,CNN_Spectral_Contrast,128.0,10.0,100.0,0.001,val_accuracy,0.4791666666666667
CNN-3,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_CQT_Spectrogram,64.0,5.0,50.0,0.001,val_accuracy,0.4791666666666667
CNN-3,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0001,val_accuracy,0.4791666666666667
CNN-0,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0005,val_accuracy,0.4791666666666667
CNN-4,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0001,val_accuracy,0.4791666666666667
CNN-1,CNN_Spectral_Contrast,128.0,3.0,100.0,0.001,val_accuracy,0.4791666666666667
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.0005,val_accuracy,0.4791666666666667
CNN-1,CNN_Spectral_Contrast,128.0,10.0,50.0,0.001,val_accuracy,0.4791666666666667
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.4722222222222222
CNN-3,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0001,val_accuracy,0.4722222222222222
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.0005,val_accuracy,0.4722222222222222
CNN-3,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0005,val_accuracy,0.4722222222222222
CNN-0,CNN_Chromagram,128.0,5.0,50.0,0.0005,val_accuracy,0.4722222222222222
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,100.0,0.0001,val_accuracy,0.4722222222222222
CNN-3,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0005,val_accuracy,0.4722222222222222
CNN-1,CNN_CQT_Spectrogram,64.0,10.0,100.0,0.0005,val_accuracy,0.4722222222222222
CNN-1,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0001,val_accuracy,0.4722222222222222
CNN-4,CNN_Chromagram,128.0,5.0,50.0,0.0005,val_accuracy,0.4722222222222222
CNN-0,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0005,val_accuracy,0.4722222222222222
CNN-3,CNN_Mel_Spectrogram,128.0,10.0,100.0,0.001,val_accuracy,0.4722222222222222
CNN-1,CNN_Mel_Spectrogram,64.0,10.0,50.0,0.0001,val_accuracy,0.4722222222222222
CNN-0,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.001,val_accuracy,0.4722222222222222
CNN-1,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0005,val_accuracy,0.4722222222222222
CNN-0,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0001,val_accuracy,0.4722222222222222
CNN-4,CNN_Spectral_Contrast,128.0,10.0,50.0,0.001,val_accuracy,0.4722222222222222
CNN-0,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0001,val_accuracy,0.4652777777777778
CNN-3,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.0001,val_accuracy,0.4652777777777778
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,100.0,0.001,val_accuracy,0.4652777777777778
CNN-0,CNN_Spectral_Contrast,128.0,5.0,100.0,0.001,val_accuracy,0.4652777777777778
CNN-4,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0005,val_accuracy,0.4652777777777778
CNN-4,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0005,val_accuracy,0.4652777777777778
CNN-3,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0001,val_accuracy,0.4652777777777778
CNN-0,CNN_Spectral_Contrast,64.0,5.0,50.0,0.001,val_accuracy,0.4652777777777778
CNN-4,CNN_Chromagram,128.0,10.0,50.0,0.0005,val_accuracy,0.4652777777777778
CNN-1,CNN_Mel_Spectrogram,64.0,3.0,50.0,0.0005,val_accuracy,0.4652777777777778
CNN-3,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0001,val_accuracy,0.4652777777777778
CNN-3,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0005,val_accuracy,0.4652777777777778
CNN-0,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0005,val_accuracy,0.4583333333333333
CNN-0,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0001,val_accuracy,0.4583333333333333
CNN-0,CNN_Spectral_Contrast,128.0,10.0,100.0,0.001,val_accuracy,0.4583333333333333
CNN-3,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0005,val_accuracy,0.4583333333333333
CNN-3,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0001,val_accuracy,0.4583333333333333
CNN-0,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0005,val_accuracy,0.4583333333333333
CNN-0,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0005,val_accuracy,0.4583333333333333
CNN-3,CNN_Chromagram,128.0,5.0,100.0,0.0001,val_accuracy,0.4583333333333333
CNN-4,CNN_Chromagram,64.0,10.0,100.0,0.001,val_accuracy,0.4583333333333333
CNN-4,CNN_Spectral_Contrast,64.0,5.0,50.0,0.001,val_accuracy,0.4583333333333333
CNN-0,CNN_Spectral_Contrast,128.0,10.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-1,CNN_Mel_Spectrogram,64.0,5.0,100.0,0.0001,val_accuracy,0.4513888888888889
CNN-0,CNN_Mel_Spectrogram,128.0,3.0,50.0,0.0001,val_accuracy,0.4513888888888889
CNN-0,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0001,val_accuracy,0.4513888888888889
CNN-1,CNN_MFCC_with_Deltas,64.0,5.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-0,CNN_Spectral_Contrast,64.0,10.0,50.0,0.0005,val_accuracy,0.4513888888888889
CNN-3,CNN_Chromagram,64.0,5.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-1,CNN_Spectral_Contrast,128.0,5.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-4,CNN_Chromagram,64.0,10.0,100.0,0.0005,val_accuracy,0.4513888888888889
CNN-3,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0001,val_accuracy,0.4513888888888889
CNN-3,CNN_Spectral_Contrast,128.0,5.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-0,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0001,val_accuracy,0.4513888888888889
CNN-1,CNN_CQT_Spectrogram,64.0,3.0,50.0,0.0001,val_accuracy,0.4513888888888889
CNN-0,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0001,val_accuracy,0.4513888888888889
CNN-4,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0001,val_accuracy,0.4513888888888889
CNN-4,CNN_Chromagram,64.0,5.0,50.0,0.001,val_accuracy,0.4513888888888889
CNN-4,CNN_Chromagram,64.0,10.0,50.0,0.0005,val_accuracy,0.4513888888888889
CNN-3,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0005,val_accuracy,0.4513888888888889
CNN-1,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0005,val_accuracy,0.4444444444444444
CNN-3,CNN_Spectral_Contrast,64.0,5.0,100.0,0.001,val_accuracy,0.4444444444444444
CNN-0,CNN_Spectral_Contrast,64.0,10.0,100.0,0.001,val_accuracy,0.4444444444444444
CNN-4,CNN_Mel_Spectrogram,128.0,5.0,100.0,0.0001,val_accuracy,0.4444444444444444
CNN-4,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0005,val_accuracy,0.4444444444444444
CNN-3,CNN_Spectral_Contrast,128.0,10.0,100.0,0.0001,val_accuracy,0.4444444444444444
CNN-4,CNN_Chromagram,128.0,10.0,50.0,0.0001,val_accuracy,0.4444444444444444
CNN-3,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0001,val_accuracy,0.4444444444444444
CNN-1,CNN_Spectral_Contrast,128.0,5.0,100.0,0.001,val_accuracy,0.4444444444444444
CNN-0,CNN_Chromagram,64.0,5.0,100.0,0.0001,val_accuracy,0.4444444444444444
CNN-1,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0005,val_accuracy,0.4444444444444444
CNN-1,CNN_Chromagram,128.0,10.0,50.0,0.001,val_accuracy,0.4444444444444444
CNN-4,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0005,val_accuracy,0.4444444444444444
CNN-3,CNN_Chromagram,64.0,10.0,100.0,0.0005,val_accuracy,0.4375
CNN-0,CNN_Chromagram,128.0,10.0,50.0,0.0005,val_accuracy,0.4375
CNN-4,CNN_Spectral_Contrast,128.0,5.0,100.0,0.001,val_accuracy,0.4375
CNN-0,CNN_Chromagram,128.0,5.0,100.0,0.0001,val_accuracy,0.4375
CNN-3,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0001,val_accuracy,0.4375
CNN-4,CNN_CQT_Spectrogram,128.0,3.0,50.0,0.0001,val_accuracy,0.4375
CNN-0,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0005,val_accuracy,0.4375
CNN-3,CNN_Spectral_Contrast,64.0,3.0,50.0,0.001,val_accuracy,0.4375
CNN-3,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0001,val_accuracy,0.4375
CNN-1,CNN_Chromagram,128.0,5.0,100.0,0.0005,val_accuracy,0.4375
CNN-0,CNN_Chromagram,64.0,10.0,50.0,0.0005,val_accuracy,0.4375
CNN-4,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0001,val_accuracy,0.4375
CNN-3,CNN_Mel_Spectrogram,128.0,5.0,50.0,0.0001,val_accuracy,0.4375
CNN-4,CNN_Spectral_Contrast,128.0,5.0,100.0,0.0001,val_accuracy,0.4375
CNN-3,CNN_Spectral_Contrast,128.0,5.0,100.0,0.001,val_accuracy,0.4375
CNN-4,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0001,val_accuracy,0.4305555555555556
CNN-4,CNN_Chromagram,128.0,10.0,100.0,0.001,val_accuracy,0.4305555555555556
CNN-3,CNN_Chromagram,128.0,10.0,50.0,0.0001,val_accuracy,0.4305555555555556
CNN-4,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0001,val_accuracy,0.4305555555555556
CNN-1,CNN_Chromagram,128.0,3.0,50.0,0.001,val_accuracy,0.4305555555555556
CNN-3,CNN_Chromagram,128.0,5.0,100.0,0.0005,val_accuracy,0.4305555555555556
CNN-3,CNN_Chromagram,128.0,10.0,100.0,0.001,val_accuracy,0.4305555555555556
CNN-0,CNN_Spectral_Contrast,64.0,3.0,50.0,0.001,val_accuracy,0.4305555555555556
CNN-4,CNN_Chromagram,64.0,10.0,100.0,0.0001,val_accuracy,0.4305555555555556
CNN-0,CNN_Spectral_Contrast,128.0,3.0,100.0,0.001,val_accuracy,0.4305555555555556
CNN-4,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0001,val_accuracy,0.4305555555555556
CNN-4,CNN_Chromagram,64.0,5.0,100.0,0.001,val_accuracy,0.4236111111111111
CNN-3,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0005,val_accuracy,0.4236111111111111
CNN-3,CNN_Chromagram,64.0,10.0,100.0,0.0001,val_accuracy,0.4236111111111111
CNN-3,CNN_Chromagram,128.0,10.0,50.0,0.0005,val_accuracy,0.4236111111111111
CNN-0,CNN_Spectral_Contrast,128.0,3.0,50.0,0.001,val_accuracy,0.4236111111111111
CNN-1,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0005,val_accuracy,0.4236111111111111
CNN-4,CNN_Chromagram,64.0,3.0,100.0,0.0005,val_accuracy,0.4236111111111111
CNN-0,CNN_Chromagram,128.0,10.0,50.0,0.0001,val_accuracy,0.4236111111111111
CNN-0,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0001,val_accuracy,0.4236111111111111
CNN-3,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0001,val_accuracy,0.4236111111111111
CNN-0,CNN_Chromagram,128.0,3.0,100.0,0.001,val_accuracy,0.4236111111111111
CNN-4,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0005,val_accuracy,0.4236111111111111
CNN-3,CNN_Spectral_Contrast,64.0,3.0,100.0,0.001,val_accuracy,0.4236111111111111
CNN-4,CNN_Chromagram,64.0,10.0,50.0,0.0001,val_accuracy,0.4236111111111111
CNN-3,CNN_Chromagram,64.0,10.0,50.0,0.001,val_accuracy,0.4166666666666667
CNN-0,CNN_Chromagram,64.0,5.0,100.0,0.001,val_accuracy,0.4166666666666667
CNN-4,CNN_Chromagram,64.0,3.0,50.0,0.0005,val_accuracy,0.4166666666666667
CNN-4,CNN_Chromagram,128.0,10.0,50.0,0.001,val_accuracy,0.4166666666666667
CNN-4,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0001,val_accuracy,0.4166666666666667
CNN-1,CNN_Chromagram,128.0,10.0,100.0,0.001,val_accuracy,0.4166666666666667
CNN-4,CNN_Spectral_Contrast,128.0,3.0,50.0,0.001,val_accuracy,0.4166666666666667
CNN-1,CNN_Chromagram,128.0,5.0,50.0,0.001,val_accuracy,0.4166666666666667
CNN-3,CNN_Chromagram,64.0,5.0,50.0,0.0005,val_accuracy,0.4166666666666667
CNN-4,CNN_Spectral_Contrast,128.0,10.0,50.0,0.0001,val_accuracy,0.4166666666666667
CNN-3,CNN_Spectral_Contrast,128.0,3.0,100.0,0.001,val_accuracy,0.4166666666666667
CNN-0,CNN_Chromagram,128.0,10.0,50.0,0.001,val_accuracy,0.4166666666666667
CNN-1,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0001,val_accuracy,0.4166666666666667
CNN-3,CNN_Chromagram,64.0,3.0,100.0,0.0001,val_accuracy,0.4166666666666667
CNN-4,CNN_Chromagram,64.0,5.0,50.0,0.0001,val_accuracy,0.4097222222222222
CNN-3,CNN_Chromagram,64.0,5.0,100.0,0.001,val_accuracy,0.4097222222222222
CNN-0,CNN_Chromagram,64.0,5.0,50.0,0.001,val_accuracy,0.4097222222222222
CNN-4,CNN_MFCC_with_Deltas,128.0,3.0,50.0,0.0001,val_accuracy,0.4097222222222222
CNN-0,CNN_Chromagram,64.0,10.0,100.0,0.0005,val_accuracy,0.4097222222222222
CNN-1,CNN_Chromagram,128.0,3.0,100.0,0.001,val_accuracy,0.4097222222222222
CNN-4,CNN_Chromagram,64.0,5.0,100.0,0.0005,val_accuracy,0.4097222222222222
CNN-0,CNN_Chromagram,64.0,10.0,50.0,0.001,val_accuracy,0.4097222222222222
CNN-1,CNN_Chromagram,128.0,10.0,50.0,0.0005,val_accuracy,0.4097222222222222
CNN-4,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0001,val_accuracy,0.4097222222222222
CNN-1,CNN_Spectral_Contrast,64.0,5.0,50.0,0.0001,val_accuracy,0.4097222222222222
CNN-3,CNN_Chromagram,128.0,3.0,50.0,0.0005,val_accuracy,0.4097222222222222
CNN-0,CNN_Chromagram,64.0,5.0,50.0,0.0005,val_accuracy,0.4097222222222222
CNN-3,CNN_Chromagram,64.0,3.0,50.0,0.0001,val_accuracy,0.4097222222222222
CNN-0,CNN_Spectral_Contrast,128.0,3.0,100.0,0.0005,val_accuracy,0.4097222222222222
CNN-3,CNN_Chromagram,64.0,3.0,50.0,0.001,val_accuracy,0.4097222222222222
CNN-1,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0001,val_accuracy,0.4097222222222222
CNN-3,CNN_Chromagram,64.0,10.0,100.0,0.001,val_accuracy,0.4027777777777778
CNN-0,CNN_Chromagram,128.0,3.0,100.0,0.0005,val_accuracy,0.4027777777777778
CNN-4,CNN_Mel_Spectrogram,128.0,3.0,100.0,0.0001,val_accuracy,0.4027777777777778
CNN-1,CNN_Chromagram,128.0,5.0,100.0,0.0001,val_accuracy,0.4027777777777778
CNN-3,CNN_Chromagram,128.0,5.0,50.0,0.0001,val_accuracy,0.4027777777777778
CNN-3,CNN_Chromagram,128.0,10.0,100.0,0.0001,val_accuracy,0.4027777777777778
CNN-4,CNN_Chromagram,128.0,5.0,50.0,0.0001,val_accuracy,0.4027777777777778
CNN-2,CNN_MFCC_with_Deltas,128.0,10.0,50.0,0.001,val_accuracy,0.4027777777777778
CNN-0,CNN_Chromagram,64.0,10.0,50.0,0.0001,val_accuracy,0.4027777777777778
CNN-0,CNN_Chromagram,128.0,5.0,50.0,0.0001,val_accuracy,0.4027777777777778
CNN-4,CNN_Chromagram,128.0,10.0,100.0,0.0005,val_accuracy,0.4027777777777778
CNN-1,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0005,val_accuracy,0.4027777777777778
CNN-1,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0001,val_accuracy,0.4027777777777778
CNN-4,CNN_Chromagram,128.0,5.0,100.0,0.001,val_accuracy,0.4027777777777778
CNN-0,CNN_Spectral_Contrast,64.0,5.0,100.0,0.0001,val_accuracy,0.3958333333333333
CNN-3,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0001,val_accuracy,0.3958333333333333
CNN-1,CNN_Chromagram,128.0,5.0,100.0,0.001,val_accuracy,0.3958333333333333
CNN-4,CNN_Chromagram,128.0,3.0,50.0,0.0005,val_accuracy,0.3958333333333333
CNN-0,CNN_Chromagram,64.0,3.0,100.0,0.0005,val_accuracy,0.3958333333333333
CNN-0,CNN_Spectral_Contrast,128.0,5.0,50.0,0.001,val_accuracy,0.3958333333333333
CNN-1,CNN_Chromagram,128.0,3.0,50.0,0.0005,val_accuracy,0.3958333333333333
CNN-4,CNN_Chromagram,128.0,3.0,50.0,0.001,val_accuracy,0.3958333333333333
CNN-4,CNN_Chromagram,64.0,3.0,100.0,0.001,val_accuracy,0.3958333333333333
CNN-1,CNN_Spectral_Contrast,128.0,10.0,100.0,0.001,val_accuracy,0.3958333333333333
CNN-0,CNN_Chromagram,64.0,3.0,50.0,0.001,val_accuracy,0.3958333333333333
CNN-3,CNN_Chromagram,64.0,3.0,100.0,0.0005,val_accuracy,0.3958333333333333
CNN-4,CNN_Chromagram,128.0,5.0,100.0,0.0005,val_accuracy,0.3888888888888889
CNN-4,CNN_Chromagram,64.0,5.0,50.0,0.0005,val_accuracy,0.3888888888888889
CNN-4,CNN_Chromagram,128.0,3.0,100.0,0.0005,val_accuracy,0.3888888888888889
CNN-3,CNN_Chromagram,128.0,3.0,50.0,0.0001,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,64.0,3.0,50.0,0.0005,val_accuracy,0.3888888888888889
CNN-0,CNN_Spectral_Contrast,64.0,3.0,100.0,0.001,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,64.0,10.0,100.0,0.0001,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,128.0,10.0,100.0,0.0001,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,128.0,3.0,50.0,0.0005,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,128.0,10.0,100.0,0.001,val_accuracy,0.3888888888888889
CNN-1,CNN_Spectral_Contrast,64.0,10.0,100.0,0.0005,val_accuracy,0.3888888888888889
CNN-1,CNN_Spectral_Contrast,64.0,3.0,100.0,0.0001,val_accuracy,0.3888888888888889
CNN-3,CNN_Chromagram,128.0,5.0,50.0,0.001,val_accuracy,0.3888888888888889
CNN-1,CNN_Spectral_Contrast,64.0,10.0,50.0,0.001,val_accuracy,0.3888888888888889
CNN-0,CNN_Chromagram,128.0,3.0,50.0,0.001,val_accuracy,0.3819444444444444
CNN-3,CNN_Chromagram,128.0,3.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-0,CNN_Chromagram,128.0,3.0,50.0,0.0001,val_accuracy,0.3819444444444444
CNN-1,CNN_Chromagram,128.0,3.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-0,CNN_Chromagram,128.0,5.0,100.0,0.001,val_accuracy,0.3819444444444444
CNN-1,CNN_Chromagram,128.0,3.0,50.0,0.0001,val_accuracy,0.3819444444444444
CNN-0,CNN_Chromagram,64.0,5.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-1,CNN_Chromagram,64.0,10.0,50.0,0.001,val_accuracy,0.3819444444444444
CNN-4,CNN_Chromagram,128.0,5.0,50.0,0.001,val_accuracy,0.3819444444444444
CNN-2,CNN_CQT_Spectrogram,128.0,10.0,50.0,0.001,val_accuracy,0.3819444444444444
CNN-1,CNN_Spectral_Contrast,64.0,5.0,100.0,0.001,val_accuracy,0.3819444444444444
CNN-3,CNN_Chromagram,128.0,5.0,100.0,0.001,val_accuracy,0.3819444444444444
CNN-3,CNN_Chromagram,64.0,5.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-0,CNN_Chromagram,128.0,5.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-1,CNN_Chromagram,128.0,10.0,100.0,0.0001,val_accuracy,0.3819444444444444
CNN-3,CNN_Chromagram,128.0,10.0,100.0,0.0005,val_accuracy,0.3819444444444444
CNN-0,CNN_Chromagram,64.0,10.0,100.0,0.001,val_accuracy,0.3819444444444444
CNN-3,CNN_Chromagram,64.0,5.0,100.0,0.0001,val_accuracy,0.375
CNN-3,CNN_Chromagram,128.0,3.0,50.0,0.001,val_accuracy,0.375
CNN-4,CNN_Chromagram,64.0,3.0,100.0,0.0001,val_accuracy,0.375
CNN-4,CNN_Chromagram,64.0,3.0,50.0,0.001,val_accuracy,0.375
CNN-4,CNN_Chromagram,128.0,3.0,100.0,0.001,val_accuracy,0.375
CNN-4,CNN_Chromagram,128.0,5.0,100.0,0.0001,val_accuracy,0.375
CNN-1,CNN_Spectral_Contrast,64.0,3.0,50.0,0.0005,val_accuracy,0.375
CNN-1,CNN_Chromagram,64.0,5.0,50.0,0.001,val_accuracy,0.375
CNN-3,CNN_Chromagram,64.0,10.0,50.0,0.0001,val_accuracy,0.375
CNN-0,CNN_Spectral_Contrast,128.0,3.0,50.0,0.0001,val_accuracy,0.375
CNN-0,CNN_Spectral_Contrast,128.0,5.0,50.0,0.0001,val_accuracy,0.375
